Customer ID|Email|City|Country|Registration_Date
12433|customer_12433@mail.com|Oslo|Norway|2010-06-16
12434|customer_12434@live.com|Sydney|Australia|2010-08-26
12435|customer_12435@outlook.com|Odense|Denmark|2009-09-22
12436|customer_12436@hotmail.com|Oslo|Norway|2011-08-23
12437|customer_12437@protonmail.com|Paris|France|2009-09-05
12438|customer_12438@yahoo.com|Oslo|Norway|2011-03-15
12439|customer_12439@gmail.com|Metro City|Cyprus|2009-07-31
12440|customer_12440@yahoo.com|Metro City|Austria|2009-10-20
12441|customer_12441@hotmail.com|Lyon|France|2010-07-22
12442|customer_12442@hotmail.com|Valencia|Spain|2011-09-16
12443|customer_12443@mail.com|Oslo|Norway|2009-07-24
12444|customer_12444@yahoo.com|Oslo|Norway|2011-01-09
12445|customer_12445@mail.com|Barcelona|Spain|2010-05-05
12446|customer_12446@mail.com|Central City|RSA|2011-09-10
12447|customer_12447@protonmail.com|Ghent|Belgium|2010-12-08
12448|customer_12448@icloud.com|Valencia|Spain|2011-10-21
12449|customer_12449@gmail.com|Aarhus|Denmark|2010-08-17
12450|customer_12450@yahoo.com|Barcelona|Spain|2010-07-25
12451|customer_12451@icloud.com|Zurich|Switzerland|2010-02-13
12452|customer_12452@live.com|Zurich|Switzerland|2011-09-12
12453|customer_12453@yahoo.com|Capital City|Austria|2011-07-16
12454|customer_12454@icloud.com|Barcelona|Spain|2009-08-17
12455|customer_12455@mail.com|Metro City|Cyprus|2009-11-15
12456|customer_12456@hotmail.com|Basel|Switzerland|2011-02-10
12457|customer_12457@protonmail.com|Geneva|Switzerland|2010-05-02
12458|customer_12458@gmail.com|Zurich|Switzerland|2010-06-08
12459|customer_12459@icloud.com|Madrid|Spain|2010-03-07
12460|customer_12460@hotmail.com|Antwerp|Belgium|2010-06-02
12461|customer_12461@yahoo.com|Bern|Switzerland|2011-01-17
12462|customer_12462@icloud.com|Valencia|Spain|2010-10-28
12463|customer_12463@outlook.com|Antwerp|Belgium|2011-03-08
12464|customer_12464@hotmail.com|Bruges|Belgium|2010-10-25
12465|customer_12465@live.com|Brussels|Belgium|2010-12-30
12466|customer_12466@hotmail.com|Lyon|France|2009-09-17
12467|customer_12467@gmail.com|Chicago|USA|2010-10-11
12468|customer_12468@live.com|Frankfurt|Germany|2010-01-14
12469|customer_12469@protonmail.com|North City|Thailand|2010-01-30
12470|customer_12470@gmail.com|Metro City|Unspecified|2009-10-08
12471|customer_12471@yahoo.com|Cologne|Germany|2009-11-05
12472|customer_12472@live.com|Hamburg|Germany|2009-07-25
12473|customer_12473@icloud.com|Frankfurt|Germany|2011-05-17
12474|customer_12474@outlook.com|Berlin|Germany|2009-11-13
12475|customer_12475@gmail.com|Munich|Germany|2010-09-14
12476|customer_12476@outlook.com|Berlin|Germany|2010-03-24
12477|customer_12477@yahoo.com|Frankfurt|Germany|2009-09-28
12478|customer_12478@yahoo.com|Capital City|Greece|2011-10-04
12479|customer_12479@protonmail.com|Cologne|Germany|2011-08-24
12480|customer_12480@yahoo.com|Hamburg|Germany|2010-05-29
12481|customer_12481@hotmail.com|Frankfurt|Germany|2010-01-05
12482|customer_12482@hotmail.com|Malmö|Sweden|2009-10-15
12483|customer_12483@protonmail.com|Malmö|Sweden|2009-09-02
12484|customer_12484@hotmail.com|Madrid|Spain|2009-07-13
12485|customer_12485@icloud.com|Stockholm|Sweden|2010-01-08
12486|customer_12486@mail.com|Malmö|Sweden|2010-09-05
12487|customer_12487@outlook.com|Uppsala|Sweden|2009-11-03
12488|customer_12488@outlook.com|Paris|France|2011-09-12
12489|customer_12489@icloud.com|Toulouse|France|2010-07-31
12490|customer_12490@mail.com|Marseille|France|2009-09-21
12491|customer_12491@live.com|Toulouse|France|2011-08-07
12492|customer_12492@protonmail.com|Cologne|Germany|2010-10-04
12493|customer_12493@protonmail.com|Marseille|France|2011-03-21
12494|customer_12494@yahoo.com|Toulouse|France|2009-11-23
12495|customer_12495@outlook.com|Gothenburg|Sweden|2010-01-23
12496|customer_12496@outlook.com|Seville|Spain|2010-01-26
12497|customer_12497@yahoo.com|Munich|Germany|2009-09-14
12498|customer_12498@live.com|Frankfurt|Germany|2011-09-15
12499|customer_12499@gmail.com|Hamburg|Germany|2010-04-30
12500|customer_12500@outlook.com|Berlin|Germany|2009-10-19
12501|customer_12501@outlook.com|Frankfurt|Germany|2010-11-24
12502|customer_12502@gmail.com|Valencia|Spain|2010-11-11
12503|customer_12503@yahoo.com|Barcelona|Spain|2010-04-04
12504|customer_12504@gmail.com|Berlin|Germany|2010-02-06
12505|customer_12505@outlook.com|Turin|Italy|2010-06-21
12506|customer_12506@yahoo.com|Paris|France|2011-01-19
12507|customer_12507@gmail.com|Seville|Spain|2009-12-26
12508|customer_12508@live.com|Toulouse|France|2011-07-12
12509|customer_12509@yahoo.com|Nice|France|2011-02-01
12510|customer_12510@outlook.com|Madrid|Spain|2009-08-05
12511|customer_12511@icloud.com|Capital City|Greece|2010-06-13
12512|customer_12512@protonmail.com|Metro City|Israel|2011-10-01
12513|customer_12513@outlook.com|Toulouse|France|2011-05-08
12514|customer_12514@hotmail.com|Turin|Italy|2009-10-04
12515|customer_12515@protonmail.com|Florence|Italy|2010-08-06
12516|customer_12516@outlook.com|Berlin|Germany|2010-02-16
12517|customer_12517@protonmail.com|Hamburg|Germany|2010-12-19
12518|customer_12518@mail.com|Berlin|Germany|2011-07-01
12519|customer_12519@outlook.com|Munich|Germany|2010-03-01
12520|customer_12520@yahoo.com|Hamburg|Germany|2010-10-10
12521|customer_12521@yahoo.com|Munich|Germany|2011-05-22
12522|customer_12522@mail.com|Hamburg|Germany|2011-06-23
12523|customer_12523@live.com|Nice|France|2009-06-25
12524|customer_12524@mail.com|Frankfurt|Germany|2009-11-04
12525|customer_12525@mail.com|Paris|France|2009-08-13
12526|customer_12526@protonmail.com|Hamburg|Germany|2011-07-06
12527|customer_12527@gmail.com|Frankfurt|Germany|2010-05-07
12528|customer_12528@yahoo.com|Frankfurt|Germany|2011-01-19
12529|customer_12529@gmail.com|Marseille|France|2010-05-21
12530|customer_12530@mail.com|Cologne|Germany|2009-10-28
12531|customer_12531@live.com|Cologne|Germany|2009-09-13
12532|customer_12532@yahoo.com|Marseille|France|2011-07-19
12533|customer_12533@outlook.com|Frankfurt|Germany|2009-08-22
12534|customer_12534@outlook.com|Munich|Germany|2011-04-10
12535|customer_12535@outlook.com|Toulouse|France|2011-03-17
12536|customer_12536@protonmail.com|Nice|France|2011-06-20
12537|customer_12537@hotmail.com|Uppsala|Sweden|2010-10-25
12538|customer_12538@mail.com|Seville|Spain|2010-07-19
12539|customer_12539@hotmail.com|Valencia|Spain|2009-10-30
12540|customer_12540@icloud.com|Barcelona|Spain|2009-09-11
12541|customer_12541@protonmail.com|Seville|Spain|2010-10-26
12542|customer_12542@outlook.com|Madrid|Spain|2009-10-13
12543|customer_12543@yahoo.com|Madrid|Spain|2010-05-14
12544|customer_12544@protonmail.com|Valencia|Spain|2011-06-26
12545|customer_12545@yahoo.com|Seville|Spain|2011-01-31
12546|customer_12546@gmail.com|Seville|Spain|2011-04-04
12547|customer_12547@gmail.com|Barcelona|Spain|2010-02-17
12548|customer_12548@yahoo.com|Barcelona|Spain|2011-01-17
12549|customer_12549@outlook.com|New York|USA|2009-11-04
12550|customer_12550@hotmail.com|Madrid|Spain|2011-05-21
12551|customer_12551@mail.com|Madrid|Spain|2010-07-25
12552|customer_12552@protonmail.com|Rome|Italy|2011-09-23
12553|customer_12553@protonmail.com|Toulouse|France|2010-09-18
12554|customer_12554@outlook.com|Madrid|Spain|2010-07-10
12555|customer_12555@mail.com|Barcelona|Spain|2009-10-02
12556|customer_12556@gmail.com|Seville|Spain|2011-04-04
12557|customer_12557@hotmail.com|Valencia|Spain|2009-07-31
12558|customer_12558@mail.com|Los Angeles|USA|2011-07-11
12559|customer_12559@gmail.com|Munich|Germany|2010-10-19
12560|customer_12560@mail.com|Cologne|Germany|2011-03-17
12561|customer_12561@icloud.com|Cologne|Germany|2010-12-02
12562|customer_12562@protonmail.com|Paris|France|2010-06-29
12563|customer_12563@icloud.com|Rome|Italy|2010-10-24
12564|customer_12564@mail.com|Nice|France|2010-10-26
12565|customer_12565@protonmail.com|North City|Saudi Arabia|2010-09-13
12566|customer_12566@hotmail.com|Frankfurt|Germany|2011-04-20
12567|customer_12567@outlook.com|Lyon|France|2009-11-13
12568|customer_12568@icloud.com|Munich|Germany|2009-10-09
12569|customer_12569@outlook.com|Frankfurt|Germany|2010-11-04
12570|customer_12570@gmail.com|Seville|Spain|2009-10-22
12571|customer_12571@gmail.com|Nice|France|2011-06-19
12572|customer_12572@live.com|Munich|Germany|2011-05-11
12573|customer_12573@gmail.com|Nice|France|2010-03-16
12574|customer_12574@gmail.com|Marseille|France|2010-09-22
12575|customer_12575@protonmail.com|Nice|France|2010-05-23
12576|customer_12576@hotmail.com|Capital City|Poland|2010-04-10
12577|customer_12577@gmail.com|Paris|France|2009-08-21
12578|customer_12578@yahoo.com|Turin|Italy|2010-05-16
12579|customer_12579@hotmail.com|Paris|France|2011-09-11
12580|customer_12580@yahoo.com|Frankfurt|Germany|2009-11-15
12581|customer_12581@yahoo.com|Frankfurt|Germany|2011-06-02
12582|customer_12582@outlook.com|Turku|Finland|2009-12-03
12583|customer_12583@mail.com|Toulouse|France|2009-10-25
12584|customer_12584@yahoo.com|Turin|Italy|2010-11-25
12585|customer_12585@outlook.com|Frankfurt|Germany|2010-12-16
12586|customer_12586@gmail.com|Rome|Italy|2009-07-25
12587|customer_12587@yahoo.com|Helsinki|Finland|2011-09-03
12588|customer_12588@mail.com|Tampere|Finland|2009-12-30
12589|customer_12589@live.com|Nice|France|2009-11-20
12590|customer_12590@icloud.com|Munich|Germany|2009-12-20
12591|customer_12591@outlook.com|Milan|Italy|2010-10-25
12592|customer_12592@live.com|Frankfurt|Germany|2010-03-01
12593|customer_12593@outlook.com|Toulouse|France|2011-03-18
12594|customer_12594@icloud.com|Milan|Italy|2009-10-14
12595|customer_12595@mail.com|Munich|Germany|2010-06-16
12596|customer_12596@hotmail.com|Seville|Spain|2010-11-02
12597|customer_12597@icloud.com|Seville|Spain|2011-03-07
12598|customer_12598@protonmail.com|Paris|France|2009-11-22
12599|customer_12599@live.com|Nice|France|2009-12-15
12600|customer_12600@yahoo.com|Frankfurt|Germany|2009-10-20
12601|customer_12601@gmail.com|Cologne|Germany|2010-06-22
12602|customer_12602@protonmail.com|Nice|France|2011-05-17
12603|customer_12603@yahoo.com|Cologne|Germany|2011-06-19
12604|customer_12604@yahoo.com|Toulouse|France|2011-01-28
12605|customer_12605@outlook.com|Frankfurt|Germany|2010-05-10
12606|customer_12606@icloud.com|Barcelona|Spain|2009-08-18
12607|customer_12607@hotmail.com|New York|USA|2011-05-11
12608|customer_12608@live.com|Edinburgh|United Kingdom|2010-07-07
12609|customer_12609@yahoo.com|Munich|Germany|2009-10-06
12610|customer_12610@outlook.com|Turin|Italy|2011-04-14
12611|customer_12611@live.com|Florence|Italy|2011-05-07
12612|customer_12612@icloud.com|Frankfurt|Germany|2011-04-13
12613|customer_12613@hotmail.com|Cologne|Germany|2009-09-01
12614|customer_12614@protonmail.com|Munich|Germany|2010-12-13
12615|customer_12615@icloud.com|Marseille|France|2009-08-11
12616|customer_12616@gmail.com|Marseille|France|2010-08-09
12617|customer_12617@icloud.com|Paris|France|2011-06-10
12618|customer_12618@yahoo.com|Rome|Italy|2011-08-17
12619|customer_12619@hotmail.com|Cologne|Germany|2010-01-02
12620|customer_12620@icloud.com|Paris|France|2011-01-11
12621|customer_12621@yahoo.com|Hamburg|Germany|2009-10-22
12622|customer_12622@yahoo.com|Munich|Germany|2011-01-29
12623|customer_12623@hotmail.com|Munich|Germany|2009-11-19
12624|customer_12624@icloud.com|Nice|France|2011-01-03
12625|customer_12625@icloud.com|Berlin|Germany|2009-11-04
12626|customer_12626@outlook.com|Munich|Germany|2010-08-09
12627|customer_12627@live.com|Frankfurt|Germany|2011-05-15
12628|customer_12628@outlook.com|Berlin|Germany|2011-09-03
12629|customer_12629@icloud.com|Uppsala|Sweden|2010-05-23
12630|customer_12630@protonmail.com|Turku|Finland|2011-10-06
12631|customer_12631@icloud.com|Turku|Finland|2009-11-28
12632|customer_12632@gmail.com|Frankfurt|Germany|2009-12-27
12633|customer_12633@yahoo.com|Munich|Germany|2010-02-24
12634|customer_12634@mail.com|New York|USA|2010-01-24
12635|customer_12635@icloud.com|Hamburg|Germany|2010-04-27
12636|customer_12636@gmail.com|Los Angeles|USA|2009-07-09
12637|customer_12637@gmail.com|Lyon|France|2010-02-06
12638|customer_12638@live.com|Malmö|Sweden|2010-02-05
12639|customer_12639@hotmail.com|Stockholm|Sweden|2009-09-27
12640|customer_12640@icloud.com|Paris|France|2011-05-27
12641|customer_12641@hotmail.com|Malmö|Sweden|2011-04-19
12642|customer_12642@protonmail.com|Berlin|Germany|2011-08-02
12643|customer_12643@mail.com|Marseille|France|2009-10-31
12644|customer_12644@gmail.com|Hamburg|Germany|2009-12-07
12645|customer_12645@yahoo.com|Berlin|Germany|2009-10-23
12646|customer_12646@yahoo.com|Chicago|USA|2011-08-31
12647|customer_12647@hotmail.com|Berlin|Germany|2010-01-05
12648|customer_12648@gmail.com|Frankfurt|Germany|2009-12-11
12649|customer_12649@live.com|Frankfurt|Germany|2009-12-16
12650|customer_12650@hotmail.com|Nice|France|2011-11-15
12651|customer_12651@mail.com|Nice|France|2010-08-01
12652|customer_12652@hotmail.com|Frankfurt|Germany|2010-06-26
12653|customer_12653@gmail.com|Central City|Israel|2010-06-03
12654|customer_12654@icloud.com|Berlin|Germany|2010-10-29
12655|customer_12655@live.com|Toulouse|France|2010-08-12
12656|customer_12656@gmail.com|Nice|France|2010-04-08
12657|customer_12657@live.com|Paris|France|2011-04-28
12658|customer_12658@outlook.com|Munich|Germany|2011-11-17
12659|customer_12659@outlook.com|Toulouse|France|2011-10-06
12660|customer_12660@yahoo.com|Nice|France|2011-10-10
12661|customer_12661@live.com|Uppsala|Sweden|2010-09-12
12662|customer_12662@mail.com|Munich|Germany|2009-10-11
12663|customer_12663@hotmail.com|Cologne|Germany|2009-09-04
12664|customer_12664@outlook.com|Helsinki|Finland|2009-10-28
12665|customer_12665@hotmail.com|Frankfurt|Germany|2009-10-14
12666|customer_12666@hotmail.com|Capital City|Israel|2010-11-04
12667|customer_12667@mail.com|Tampere|Finland|2011-07-05
12668|customer_12668@gmail.com|Munich|Germany|2009-09-29
12669|customer_12669@hotmail.com|Toulouse|France|2011-02-19
12670|customer_12670@live.com|Nice|France|2010-01-18
12671|customer_12671@mail.com|Munich|Germany|2010-01-09
12672|customer_12672@outlook.com|Lyon|France|2010-03-08
12673|customer_12673@icloud.com|Cologne|Germany|2010-07-31
12674|customer_12674@hotmail.com|Marseille|France|2011-02-06
12675|customer_12675@yahoo.com|Naples|Italy|2010-01-14
12676|customer_12676@mail.com|Uppsala|Sweden|2010-03-06
12677|customer_12677@gmail.com|Lyon|France|2009-06-29
12678|customer_12678@protonmail.com|Toulouse|France|2009-11-01
12679|customer_12679@outlook.com|Paris|France|2010-10-24
12680|customer_12680@outlook.com|Nice|France|2011-07-31
12681|customer_12681@protonmail.com|Lyon|France|2009-11-18
12682|customer_12682@live.com|Marseille|France|2009-10-08
12683|customer_12683@icloud.com|Marseille|France|2009-10-16
12684|customer_12684@outlook.com|Paris|France|2011-03-04
12685|customer_12685@outlook.com|Marseille|France|2011-05-26
12686|customer_12686@gmail.com|Nice|France|2010-06-12
12687|customer_12687@outlook.com|Uppsala|Sweden|2010-07-23
12688|customer_12688@mail.com|Metro City|Israel|2011-04-26
12689|customer_12689@live.com|Nice|France|2011-07-03
12690|customer_12690@icloud.com|Paris|France|2010-11-24
12691|customer_12691@yahoo.com|Nice|France|2010-07-21
12692|customer_12692@icloud.com|Paris|France|2009-10-12
12693|customer_12693@live.com|Cologne|Germany|2010-02-28
12694|customer_12694@mail.com|Marseille|France|2010-05-12
12695|customer_12695@live.com|Marseille|France|2009-10-05
12696|customer_12696@gmail.com|Helsinki|Finland|2010-01-09
12697|customer_12697@yahoo.com|Uppsala|Sweden|2011-03-11
12698|customer_12698@icloud.com|Frankfurt|Germany|2009-11-18
12699|customer_12699@hotmail.com|Hamburg|Germany|2010-06-03
12700|customer_12700@icloud.com|Marseille|France|2011-03-26
12701|customer_12701@gmail.com|Berlin|Germany|2009-09-21
12702|customer_12702@yahoo.com|Munich|Germany|2011-10-12
12703|customer_12703@mail.com|Cologne|Germany|2009-08-07
12704|customer_12704@live.com|Turku|Finland|2011-05-28
12705|customer_12705@live.com|Frankfurt|Germany|2009-08-26
12706|customer_12706@mail.com|Turku|Finland|2009-12-07
12707|customer_12707@yahoo.com|Lyon|France|2010-09-21
12708|customer_12708@mail.com|Frankfurt|Germany|2009-07-19
12709|customer_12709@outlook.com|Frankfurt|Germany|2009-11-26
12710|customer_12710@icloud.com|Munich|Germany|2011-03-23
12711|customer_12711@gmail.com|Cologne|Germany|2009-09-19
12712|customer_12712@mail.com|Cologne|Germany|2009-10-13
12713|customer_12713@gmail.com|Frankfurt|Germany|2011-11-03
12714|customer_12714@outlook.com|Nice|France|2009-06-14
12715|customer_12715@live.com|Gothenburg|Sweden|2011-08-05
12716|customer_12716@mail.com|Paris|France|2011-05-25
12717|customer_12717@yahoo.com|Metro City|Greece|2010-04-20
12718|customer_12718@live.com|Nice|France|2011-05-08
12719|customer_12719@live.com|Toulouse|France|2011-05-16
12720|customer_12720@yahoo.com|Hamburg|Germany|2010-03-28
12721|customer_12721@icloud.com|Toulouse|France|2010-04-04
12722|customer_12722@icloud.com|Marseille|France|2011-04-11
12723|customer_12723@mail.com|Nice|France|2011-06-29
12724|customer_12724@live.com|Nice|France|2010-04-17
12725|customer_12725@mail.com|Turin|Italy|2010-04-02
12726|customer_12726@icloud.com|Nice|France|2009-12-29
12727|customer_12727@hotmail.com|Paris|France|2010-01-03
12728|customer_12728@outlook.com|Nice|France|2010-06-21
12729|customer_12729@mail.com|Lyon|France|2011-06-16
12730|customer_12730@mail.com|Munich|Germany|2010-03-03
12731|customer_12731@hotmail.com|Toulouse|France|2009-10-03
12732|customer_12732@icloud.com|Lyon|France|2011-04-16
12733|customer_12733@mail.com|Los Angeles|USA|2009-11-22
12734|customer_12734@gmail.com|Lyon|France|2010-08-18
12735|customer_12735@icloud.com|Marseille|France|2010-11-18
12736|customer_12736@icloud.com|Toulouse|France|2010-07-25
12737|customer_12737@outlook.com|Toulouse|France|2010-05-20
12738|customer_12738@mail.com|Munich|Germany|2010-11-17
12739|customer_12739@live.com|Capital City|United Arab Emirates|2010-09-17
12740|customer_12740@protonmail.com|Lyon|France|2011-06-28
12741|customer_12741@protonmail.com|Houston|USA|2010-06-16
12742|customer_12742@protonmail.com|Central City|United Arab Emirates|2010-01-30
12743|customer_12743@outlook.com|Central City|Unspecified|2011-05-29
12744|customer_12744@protonmail.com|Metro City|Singapore|2010-01-09
12745|customer_12745@hotmail.com|Galway|Ireland|2010-01-21
12746|customer_12746@yahoo.com|Cardiff|United Kingdom|2009-08-27
12747|customer_12747@icloud.com|Leeds|United Kingdom|2009-12-01
12748|customer_12748@live.com|Edinburgh|United Kingdom|2009-08-17
12749|customer_12749@yahoo.com|Leeds|United Kingdom|2010-03-12
12750|customer_12750@outlook.com|Capital City|Poland|2011-05-01
12751|customer_12751@icloud.com|Metro City|Brazil|2010-08-05
12752|customer_12752@outlook.com|Bergen|Norway|2011-06-12
12753|customer_12753@outlook.com|Tokyo|Japan|2010-10-18
12754|customer_12754@hotmail.com|Osaka|Japan|2010-08-20
12755|customer_12755@gmail.com|Kyoto|Japan|2009-10-11
12756|customer_12756@gmail.com|Yokohama|Japan|2011-04-23
12757|customer_12757@outlook.com|Faro|Portugal|2011-04-29
12758|customer_12758@protonmail.com|Faro|Portugal|2009-08-09
12759|customer_12759@yahoo.com|Utrecht|Netherlands|2009-08-02
12760|customer_12760@protonmail.com|Amsterdam|Netherlands|2010-05-27
12761|customer_12761@mail.com|Rotterdam|Netherlands|2010-03-27
12762|customer_12762@outlook.com|Porto|Portugal|2011-06-20
12763|customer_12763@mail.com|Kyoto|Japan|2010-07-13
12764|customer_12764@protonmail.com|Metro City|Lebanon|2010-09-29
12765|customer_12765@mail.com|Amsterdam|Netherlands|2010-01-04
12766|customer_12766@outlook.com|Braga|Portugal|2010-10-09
12767|customer_12767@hotmail.com|Central City|Korea|2010-08-29
12768|customer_12768@gmail.com|Metro City|Korea|2010-07-19
12769|customer_12769@yahoo.com|Capital City|Brazil|2011-01-15
12770|customer_12770@mail.com|Yokohama|Japan|2009-12-11
12771|customer_12771@outlook.com|Lisbon|Portugal|2010-06-10
12772|customer_12772@hotmail.com|Lisbon|Portugal|2011-09-18
12773|customer_12773@protonmail.com|Lisbon|Portugal|2010-01-17
12774|customer_12774@gmail.com|The Hague|Netherlands|2010-02-05
12775|customer_12775@outlook.com|The Hague|Netherlands|2010-06-08
12776|customer_12776@yahoo.com|Lisbon|Portugal|2009-10-04
12777|customer_12777@protonmail.com|Edinburgh|United Kingdom|2010-07-12
12778|customer_12778@hotmail.com|The Hague|Netherlands|2009-12-15
12779|customer_12779@protonmail.com|Capital City|Poland|2009-12-02
12780|customer_12780@live.com|Utrecht|Netherlands|2010-03-17
12781|customer_12781@protonmail.com|Metro City|Czech Republic|2010-11-24
12782|customer_12782@mail.com|Porto|Portugal|2010-03-04
12783|customer_12783@protonmail.com|Lisbon|Portugal|2011-05-30
12784|customer_12784@hotmail.com|Lisbon|Portugal|2010-05-11
12785|customer_12785@protonmail.com|Braga|Portugal|2009-09-10
12786|customer_12786@protonmail.com|Utrecht|Netherlands|2009-12-13
12787|customer_12787@icloud.com|Amsterdam|Netherlands|2010-06-15
12788|customer_12788@outlook.com|Rotterdam|Netherlands|2010-06-13
12789|customer_12789@icloud.com|Amsterdam|Netherlands|2009-11-07
12790|customer_12790@protonmail.com|The Hague|Netherlands|2010-10-03
12791|customer_12791@outlook.com|The Hague|Netherlands|2009-12-22
12792|customer_12792@icloud.com|Faro|Portugal|2009-11-11
12793|customer_12793@protonmail.com|Porto|Portugal|2010-06-02
